timestamp,ride_id,time_of_day,day_type,people_in_queue,capacity_per_cycle,cycle_time,popularity,actual_wait_time
2026-04-01 12:00:00,AQ15,afternoon,weekday,131,46,2.77,1.36,7.65
2026-04-01 12:15:00,AQ01,afternoon,weekday,113,11,4.97,1.14,49.58
2026-04-01 12:15:00,AQ02,afternoon,weekday,78,18,4.95,0.74,23.1
2026-04-01 12:15:00,AQ03,afternoon,weekday,111,44,2.35,1.18,7.9
2026-04-01 12:15:00,AQ04,afternoon,weekday,93,11,2.37,0.92,19.28
2026-04-01 12:15:00,AQ05,afternoon,weekday,87,48,2.11,0.73,2.51
2026-04-01 12:15:00,AQ06,afternoon,weekday,77,44,3.68,0.7,7.08
2026-04-01 12:15:00,AQ07,afternoon,weekday,115,27,5.24,0.95,21.36
2026-04-01 12:15:00,AQ08,afternoon,weekday,42,20,4.79,0.51,9.93
2026-04-01 12:15:00,AQ09,afternoon,weekday,97,19,2.86,0.84,16.49
2026-04-01 12:15:00,AQ10,afternoon,weekday,113,16,2.37,1.26,15.84
2026-04-01 12:15:00,AQ11,afternoon,weekday,61,32,4.41,0.6,10.44
2026-04-01 12:15:00,AQ12,afternoon,weekday,133,39,4.14,1.31,15.49
2026-04-01 12:15:00,AQ13,afternoon,weekday,136,34,2.32,1.47,8.38
2026-04-01 12:15:00,AQ14,afternoon,weekday,77,50,4.47,0.79,7.52
2026-04-01 12:15:00,AQ15,afternoon,weekday,140,46,2.77,1.36,9.5
2026-04-01 12:30:00,AQ01,afternoon,weekday,102,11,4.97,1.14,45.09
2026-04-01 12:30:00,AQ02,afternoon,weekday,88,18,4.95,0.74,22.92
2026-04-01 12:30:00,AQ03,afternoon,weekday,99,44,2.35,1.18,5.94
2026-04-01 12:30:00,AQ04,afternoon,weekday,108,11,2.37,0.92,24.74
2026-04-01 12:30:00,AQ05,afternoon,weekday,80,48,2.11,0.73,3.84
2026-04-01 12:30:00,AQ06,afternoon,weekday,66,44,3.68,0.7,3.87
2026-04-01 12:30:00,AQ07,afternoon,weekday,87,27,5.24,0.95,19.51
2026-04-01 12:30:00,AQ08,afternoon,weekday,44,20,4.79,0.51,12.01
2026-04-01 12:30:00,AQ09,afternoon,weekday,79,19,2.86,0.84,13.0
2026-04-01 12:30:00,AQ10,afternoon,weekday,120,16,2.37,1.26,18.99
2026-04-01 12:30:00,AQ11,afternoon,weekday,70,32,4.41,0.6,9.64
2026-04-01 12:30:00,AQ12,afternoon,weekday,145,39,4.14,1.31,18.31
2026-04-01 12:30:00,AQ13,afternoon,weekday,143,34,2.32,1.47,8.42
2026-04-01 12:30:00,AQ14,afternoon,weekday,67,50,4.47,0.79,7.69
2026-04-01 12:30:00,AQ15,afternoon,weekday,125,46,2.77,1.36,7.63
2026-04-01 12:45:00,AQ01,afternoon,weekday,108,11,4.97,1.14,51.2
2026-04-01 12:45:00,AQ02,afternoon,weekday,61,18,4.95,0.74,18.36
2026-04-01 12:45:00,AQ03,afternoon,weekday,101,44,2.35,1.18,6.21
2026-04-01 12:45:00,AQ04,afternoon,weekday,109,11,2.37,0.92,26.17
2026-04-01 12:45:00,AQ05,afternoon,weekday,73,48,2.11,0.73,5.77
2026-04-01 12:45:00,AQ06,afternoon,weekday,59,44,3.68,0.7,3.2
2026-04-01 12:45:00,AQ07,afternoon,weekday,99,27,5.24,0.95,18.18
2026-04-01 12:45:00,AQ08,afternoon,weekday,37,20,4.79,0.51,10.24
2026-04-01 12:45:00,AQ09,afternoon,weekday,70,19,2.86,0.84,13.15
2026-04-01 12:45:00,AQ10,afternoon,weekday,113,16,2.37,1.26,16.89
2026-04-01 12:45:00,AQ11,afternoon,weekday,74,32,4.41,0.6,8.39
2026-04-01 12:45:00,AQ12,afternoon,weekday,123,39,4.14,1.31,14.27
2026-04-01 12:45:00,AQ13,afternoon,weekday,117,34,2.32,1.47,6.96
2026-04-01 12:45:00,AQ14,afternoon,weekday,88,50,4.47,0.79,8.63
2026-04-01 12:45:00,AQ15,afternoon,weekday,127,46,2.77,1.36,7.57
2026-04-01 13:00:00,AQ01,afternoon,weekday,91,11,4.97,1.14,41.91
2026-04-01 13:00:00,AQ02,afternoon,weekday,68,18,4.95,0.74,21.36
2026-04-01 13:00:00,AQ03,afternoon,weekday,118,44,2.35,1.18,6.73
2026-04-01 13:00:00,AQ04,afternoon,weekday,92,11,2.37,0.92,17.99
2026-04-01 13:00:00,AQ05,afternoon,weekday,88,48,2.11,0.73,4.77
2026-04-01 13:00:00,AQ06,afternoon,weekday,59,44,3.68,0.7,4.56
2026-04-01 13:00:00,AQ07,afternoon,weekday,92,27,5.24,0.95,19.75
2026-04-01 13:00:00,AQ08,afternoon,weekday,42,20,4.79,0.51,10.41
2026-04-01 13:00:00,AQ09,afternoon,weekday,65,19,2.86,0.84,11.49
2026-04-01 13:00:00,AQ10,afternoon,weekday,130,16,2.37,1.26,21.8
2026-04-01 13:00:00,AQ11,afternoon,weekday,62,32,4.41,0.6,8.36
2026-04-01 13:00:00,AQ12,afternoon,weekday,129,39,4.14,1.31,16.64
2026-04-01 13:00:00,AQ13,afternoon,weekday,145,34,2.32,1.47,8.64
2026-04-01 13:00:00,AQ14,afternoon,weekday,69,50,4.47,0.79,7.39
2026-04-01 13:00:00,AQ15,afternoon,weekday,121,46,2.77,1.36,5.46
2026-04-01 13:15:00,AQ01,afternoon,weekday,110,11,4.97,1.14,48.77
2026-04-01 13:15:00,AQ02,afternoon,weekday,83,18,4.95,0.74,23.99
2026-04-01 13:15:00,AQ03,afternoon,weekday,129,44,2.35,1.18,5.12
2026-04-01 13:15:00,AQ04,afternoon,weekday,96,11,2.37,0.92,19.19
2026-04-01 13:15:00,AQ05,afternoon,weekday,70,48,2.11,0.73,2.53
2026-04-01 13:15:00,AQ06,afternoon,weekday,70,44,3.68,0.7,6.73
2026-04-01 13:15:00,AQ07,afternoon,weekday,91,27,5.24,0.95,15.74
2026-04-01 13:15:00,AQ08,afternoon,weekday,39,20,4.79,0.51,9.75
2026-04-01 13:15:00,AQ09,afternoon,weekday,81,19,2.86,0.84,13.32
2026-04-01 13:15:00,AQ10,afternoon,weekday,108,16,2.37,1.26,16.01
2026-04-01 13:15:00,AQ11,afternoon,weekday,56,32,4.41,0.6,6.06
2026-04-01 13:15:00,AQ12,afternoon,weekday,142,39,4.14,1.31,16.13
2026-04-01 13:15:00,AQ13,afternoon,weekday,149,34,2.32,1.47,11.2
2026-04-01 13:15:00,AQ14,afternoon,weekday,67,50,4.47,0.79,6.52
2026-04-01 13:15:00,AQ15,afternoon,weekday,130,46,2.77,1.36,9.29
2026-04-01 13:30:00,AQ01,afternoon,weekday,101,11,4.97,1.14,44.67
2026-04-01 13:30:00,AQ02,afternoon,weekday,70,18,4.95,0.74,20.64
2026-04-01 13:30:00,AQ03,afternoon,weekday,124,44,2.35,1.18,5.43
2026-04-01 13:30:00,AQ04,afternoon,weekday,95,11,2.37,0.92,20.43
2026-04-01 13:30:00,AQ05,afternoon,weekday,95,48,2.11,0.73,2.51
2026-04-01 13:30:00,AQ06,afternoon,weekday,79,44,3.68,0.7,8.7
2026-04-01 13:30:00,AQ07,afternoon,weekday,93,27,5.24,0.95,18.74
2026-04-01 13:30:00,AQ08,afternoon,weekday,56,20,4.79,0.51,16.27
2026-04-01 13:30:00,AQ09,afternoon,weekday,79,19,2.86,0.84,14.6
2026-04-01 13:30:00,AQ10,afternoon,weekday,110,16,2.37,1.26,19.29
2026-04-01 13:30:00,AQ11,afternoon,weekday,71,32,4.41,0.6,8.29
2026-04-01 13:30:00,AQ12,afternoon,weekday,136,39,4.14,1.31,15.47
2026-04-01 13:30:00,AQ13,afternoon,weekday,139,34,2.32,1.47,9.52
2026-04-01 13:30:00,AQ14,afternoon,weekday,79,50,4.47,0.79,7.73
2026-04-01 13:30:00,AQ15,afternoon,weekday,143,46,2.77,1.36,8.15
2026-04-01 13:45:00,AQ01,afternoon,weekday,118,11,4.97,1.14,51.55
2026-04-01 13:45:00,AQ02,afternoon,weekday,56,18,4.95,0.74,16.94
2026-04-01 13:45:00,AQ03,afternoon,weekday,116,44,2.35,1.18,9.02
2026-04-01 13:45:00,AQ04,afternoon,weekday,87,11,2.37,0.92,19.41
2026-04-01 13:45:00,AQ05,afternoon,weekday,81,48,2.11,0.73,3.21
2026-04-01 13:45:00,AQ06,afternoon,weekday,78,44,3.68,0.7,9.22
2026-04-01 13:45:00,AQ07,afternoon,weekday,104,27,5.24,0.95,20.01
2026-04-01 13:45:00,AQ08,afternoon,weekday,38,20,4.79,0.51,11.67
2026-04-01 13:45:00,AQ09,afternoon,weekday,73,19,2.86,0.84,13.27
2026-04-01 13:45:00,AQ10,afternoon,weekday,132,16,2.37,1.26,20.2
2026-04-01 13:45:00,AQ11,afternoon,weekday,52,32,4.41,0.6,8.55
2026-04-01 13:45:00,AQ12,afternoon,weekday,111,39,4.14,1.31,13.28
2026-04-01 13:45:00,AQ13,afternoon,weekday,146,34,2.32,1.47,11.17
2026-04-01 13:45:00,AQ14,afternoon,weekday,70,50,4.47,0.79,5.06
2026-04-01 13:45:00,AQ15,afternoon,weekday,148,46,2.77,1.36,10.38
2026-04-01 14:00:00,AQ01,afternoon,weekday,112,11,4.97,1.14,48.62
2026-04-01 14:00:00,AQ02,afternoon,weekday,73,18,4.95,0.74,21.63
2026-04-01 14:00:00,AQ03,afternoon,weekday,110,44,2.35,1.18,6.65
2026-04-01 14:00:00,AQ04,afternoon,weekday,104,11,2.37,0.92,21.71
2026-04-01 14:00:00,AQ05,afternoon,weekday,74,48,2.11,0.73,5.27
2026-04-01 14:00:00,AQ06,afternoon,weekday,63,44,3.68,0.7,5.3
2026-04-01 14:00:00,AQ07,afternoon,weekday,83,27,5.24,0.95,16.54
2026-04-01 14:00:00,AQ08,afternoon,weekday,48,20,4.79,0.51,9.63
2026-04-01 14:00:00,AQ09,afternoon,weekday,71,19,2.86,0.84,10.69
2026-04-01 14:00:00,AQ10,afternoon,weekday,131,16,2.37,1.26,18.24
2026-04-01 14:00:00,AQ11,afternoon,weekday,40,32,4.41,0.6,4.89
2026-04-01 14:00:00,AQ12,afternoon,weekday,124,39,4.14,1.31,12.42
2026-04-01 14:00:00,AQ13,afternoon,weekday,147,34,2.32,1.47,8.26
2026-04-01 14:00:00,AQ14,afternoon,weekday,79,50,4.47,0.79,7.37
2026-04-01 14:00:00,AQ15,afternoon,weekday,123,46,2.77,1.36,8.02
2026-04-01 14:15:00,AQ01,afternoon,weekday,116,11,4.97,1.14,53.27
2026-04-01 14:15:00,AQ02,afternoon,weekday,62,18,4.95,0.74,17.36
2026-04-01 14:15:00,AQ03,afternoon,weekday,113,44,2.35,1.18,8.38
2026-04-01 14:15:00,AQ04,afternoon,weekday,95,11,2.37,0.92,18.66
2026-04-01 14:15:00,AQ05,afternoon,weekday,75,48,2.11,0.73,4.37
2026-04-01 14:15:00,AQ06,afternoon,weekday,60,44,3.68,0.7,7.35
2026-04-01 14:15:00,AQ07,afternoon,weekday,103,27,5.24,0.95,18.19
2026-04-01 14:15:00,AQ08,afternoon,weekday,50,20,4.79,0.51,12.46
2026-04-01 14:15:00,AQ09,afternoon,weekday,88,19,2.86,0.84,14.19
2026-04-01 14:15:00,AQ10,afternoon,weekday,136,16,2.37,1.26,19.1
2026-04-01 14:15:00,AQ11,afternoon,weekday,69,32,4.41,0.6,8.77
2026-04-01 14:15:00,AQ12,afternoon,weekday,137,39,4.14,1.31,16.47
2026-04-01 14:15:00,AQ13,afternoon,weekday,143,34,2.32,1.47,10.59
2026-04-01 14:15:00,AQ14,afternoon,weekday,84,50,4.47,0.79,7.09
2026-04-01 14:15:00,AQ15,afternoon,weekday,133,46,2.77,1.36,9.83
2026-04-01 14:30:00,AQ01,afternoon,weekday,97,11,4.97,1.14,45.56
2026-04-01 14:30:00,AQ02,afternoon,weekday,74,18,4.95,0.74,20.08
2026-04-01 14:30:00,AQ03,afternoon,weekday,116,44,2.35,1.18,6.64
2026-04-01 14:30:00,AQ04,afternoon,weekday,94,11,2.37,0.92,21.58
2026-04-01 14:30:00,AQ05,afternoon,weekday,69,48,2.11,0.73,2.75
2026-04-01 14:30:00,AQ06,afternoon,weekday,60,44,3.68,0.7,6.16
2026-04-01 14:30:00,AQ07,afternoon,weekday,98,27,5.24,0.95,18.27
2026-04-01 14:30:00,AQ08,afternoon,weekday,36,20,4.79,0.51,8.08
2026-04-01 14:30:00,AQ09,afternoon,weekday,95,19,2.86,0.84,13.85
2026-04-01 14:30:00,AQ10,afternoon,weekday,119,16,2.37,1.26,20.31
2026-04-01 14:30:00,AQ11,afternoon,weekday,60,32,4.41,0.6,10.44
2026-04-01 14:30:00,AQ12,afternoon,weekday,131,39,4.14,1.31,14.73
2026-04-01 14:30:00,AQ13,afternoon,weekday,147,34,2.32,1.47,10.85
2026-04-01 14:30:00,AQ14,afternoon,weekday,62,50,4.47,0.79,3.82
2026-04-01 14:30:00,AQ15,afternoon,weekday,139,46,2.77,1.36,9.62
2026-04-01 14:45:00,AQ01,afternoon,weekday,112,11,4.97,1.14,50.24
2026-04-01 14:45:00,AQ02,afternoon,weekday,65,18,4.95,0.74,18.94
2026-04-01 14:45:00,AQ03,afternoon,weekday,106,44,2.35,1.18,7.86
2026-04-01 14:45:00,AQ04,afternoon,weekday,85,11,2.37,0.92,16.54
2026-04-01 14:45:00,AQ05,afternoon,weekday,57,48,2.11,0.73,3.54
2026-04-01 14:45:00,AQ06,afternoon,weekday,84,44,3.68,0.7,7.85
2026-04-01 14:45:00,AQ07,afternoon,weekday,106,27,5.24,0.95,19.61
2026-04-01 14:45:00,AQ08,afternoon,weekday,53,20,4.79,0.51,13.93
2026-04-01 14:45:00,AQ09,afternoon,weekday,78,19,2.86,0.84,12.52
2026-04-01 14:45:00,AQ10,afternoon,weekday,119,16,2.37,1.26,19.46
2026-04-01 14:45:00,AQ11,afternoon,weekday,65,32,4.41,0.6,7.51
2026-04-01 14:45:00,AQ12,afternoon,weekday,143,39,4.14,1.31,15.4
2026-04-01 14:45:00,AQ13,afternoon,weekday,135,34,2.32,1.47,12.2
2026-04-01 14:45:00,AQ14,afternoon,weekday,65,50,4.47,0.79,7.26
2026-04-01 14:45:00,AQ15,afternoon,weekday,146,46,2.77,1.36,10.21
2026-04-01 15:00:00,AQ01,afternoon,weekday,92,11,4.97,1.14,41.16
2026-04-01 15:00:00,AQ02,afternoon,weekday,61,18,4.95,0.74,15.24
2026-04-01 15:00:00,AQ03,afternoon,weekday,111,44,2.35,1.18,8.68
2026-04-01 15:00:00,AQ04,afternoon,weekday,73,11,2.37,0.92,14.26
2026-04-01 15:00:00,AQ05,afternoon,weekday,81,48,2.11,0.73,6.52
2026-04-01 15:00:00,AQ06,afternoon,weekday,76,44,3.68,0.7,4.99
2026-04-01 15:00:00,AQ07,afternoon,weekday,85,27,5.24,0.95,15.35
2026-04-01 15:00:00,AQ08,afternoon,weekday,62,20,4.79,0.51,14.39
2026-04-01 15:00:00,AQ09,afternoon,weekday,95,19,2.86,0.84,14.86
2026-04-01 15:00:00,AQ10,afternoon,weekday,120,16,2.37,1.26,19.73
2026-04-01 15:00:00,AQ11,afternoon,weekday,53,32,4.41,0.6,10.16
2026-04-01 15:00:00,AQ12,afternoon,weekday,148,39,4.14,1.31,15.5
2026-04-01 15:00:00,AQ13,afternoon,weekday,148,34,2.32,1.47,8.2
2026-04-01 15:00:00,AQ14,afternoon,weekday,78,50,4.47,0.79,8.06
2026-04-01 15:00:00,AQ15,afternoon,weekday,144,46,2.77,1.36,10.23
2026-04-01 15:15:00,AQ01,afternoon,weekday,112,11,4.97,1.14,50.59
2026-04-01 15:15:00,AQ02,afternoon,weekday,66,18,4.95,0.74,17.07
2026-04-01 15:15:00,AQ03,afternoon,weekday,114,44,2.35,1.18,5.62
2026-04-01 15:15:00,AQ04,afternoon,weekday,99,11,2.37,0.92,22.61
2026-04-01 15:15:00,AQ05,afternoon,weekday,50,48,2.11,0.73,2.67
2026-04-01 15:15:00,AQ06,afternoon,weekday,64,44,3.68,0.7,7.07
2026-04-01 15:15:00,AQ07,afternoon,weekday,105,27,5.24,0.95,19.47
2026-04-01 15:15:00,AQ08,afternoon,weekday,44,20,4.79,0.51,12.75
2026-04-01 15:15:00,AQ09,afternoon,weekday,96,19,2.86,0.84,13.23
2026-04-01 15:15:00,AQ10,afternoon,weekday,135,16,2.37,1.26,19.65
2026-04-01 15:15:00,AQ11,afternoon,weekday,57,32,4.41,0.6,8.81
2026-04-01 15:15:00,AQ12,afternoon,weekday,120,39,4.14,1.31,14.42
2026-04-01 15:15:00,AQ13,afternoon,weekday,138,34,2.32,1.47,8.75
