timestamp,ride_id,people_in_queue,active_riders,crowd_level
2026-03-25 10:08:00,AQ04,33,1,0.282
2026-03-25 10:08:00,AQ05,40,2,0.425
2026-03-25 10:08:00,AQ06,24,0,0.44
2026-03-25 10:08:00,AQ07,30,2,0.311
2026-03-25 10:08:00,AQ08,30,3,0.315
2026-03-25 10:08:00,AQ09,22,3,0.313
2026-03-25 10:08:00,AQ10,27,0,0.261
2026-03-25 10:08:00,AQ11,23,10,0.186
2026-03-25 10:08:00,AQ12,55,85,0.408
2026-03-25 10:08:00,AQ13,28,16,0.321
2026-03-25 10:08:00,AQ14,34,12,0.354
2026-03-25 10:08:00,AQ15,37,32,0.306
2026-03-25 10:09:00,AQ01,34,0,0.5
2026-03-25 10:09:00,AQ02,45,4,0.352
2026-03-25 10:09:00,AQ03,35,2,0.362
2026-03-25 10:09:00,AQ04,16,2,0.397
2026-03-25 10:09:00,AQ05,45,0,0.339
2026-03-25 10:09:00,AQ06,24,1,0.345
2026-03-25 10:09:00,AQ07,28,2,0.43
2026-03-25 10:09:00,AQ08,40,4,0.267
2026-03-25 10:09:00,AQ09,28,1,0.321
2026-03-25 10:09:00,AQ10,36,0,0.302
2026-03-25 10:09:00,AQ11,36,14,0.306
2026-03-25 10:09:00,AQ12,36,69,0.348
2026-03-25 10:09:00,AQ13,44,13,0.312
2026-03-25 10:09:00,AQ14,27,13,0.36
2026-03-25 10:09:00,AQ15,53,40,0.371
2026-03-25 10:10:00,AQ01,37,0,0.44
2026-03-25 10:10:00,AQ02,48,1,0.413
2026-03-25 10:10:00,AQ03,45,0,0.348
2026-03-25 10:10:00,AQ04,39,2,0.372
2026-03-25 10:10:00,AQ05,35,2,0.42
2026-03-25 10:10:00,AQ06,33,0,0.302
2026-03-25 10:10:00,AQ07,20,1,0.462
2026-03-25 10:10:00,AQ08,37,2,0.375
2026-03-25 10:10:00,AQ09,34,4,0.255
2026-03-25 10:10:00,AQ10,30,1,0.325
2026-03-25 10:10:00,AQ11,3,11,0.221
2026-03-25 10:10:00,AQ12,31,91,0.453
2026-03-25 10:10:00,AQ13,32,19,0.44
2026-03-25 10:10:00,AQ14,36,6,0.296
2026-03-25 10:10:00,AQ15,38,39,0.408
2026-03-25 10:11:00,AQ01,42,1,0.453
2026-03-25 10:11:00,AQ02,45,1,0.442
2026-03-25 10:11:00,AQ03,30,0,0.482
2026-03-25 10:11:00,AQ04,41,0,0.352
2026-03-25 10:11:00,AQ05,45,0,0.372
2026-03-25 10:11:00,AQ06,37,1,0.297
2026-03-25 10:11:00,AQ07,36,1,0.332
2026-03-25 10:11:00,AQ08,50,0,0.351
2026-03-25 10:11:00,AQ09,36,1,0.336
2026-03-25 10:11:00,AQ10,22,1,0.31
2026-03-25 10:11:00,AQ11,29,15,0.314
2026-03-25 10:11:00,AQ12,48,81,0.419
2026-03-25 10:11:00,AQ13,34,22,0.459
2026-03-25 10:11:00,AQ14,43,10,0.328
2026-03-25 10:11:00,AQ15,39,51,0.5
2026-03-25 10:12:00,AQ01,25,1,0.468
2026-03-25 10:12:00,AQ02,43,0,0.362
2026-03-25 10:12:00,AQ03,36,0,0.337
2026-03-25 10:12:00,AQ04,41,0,0.392
2026-03-25 10:12:00,AQ05,49,2,0.403
2026-03-25 10:12:00,AQ06,36,0,0.381
2026-03-25 10:12:00,AQ07,51,0,0.401
2026-03-25 10:12:00,AQ08,34,0,0.355
2026-03-25 10:12:00,AQ09,37,3,0.28
2026-03-25 10:12:00,AQ10,36,1,0.223
2026-03-25 10:12:00,AQ11,27,15,0.254
2026-03-25 10:12:00,AQ12,49,96,0.466
2026-03-25 10:12:00,AQ13,34,19,0.402
2026-03-25 10:12:00,AQ14,31,6,0.283
2026-03-25 10:12:00,AQ15,26,35,0.377
2026-03-25 10:13:00,AQ01,46,0,0.461
2026-03-25 10:13:00,AQ02,44,1,0.365
2026-03-25 10:13:00,AQ03,49,0,0.403
2026-03-25 10:13:00,AQ04,44,2,0.375
2026-03-25 10:13:00,AQ05,40,1,0.361
2026-03-25 10:13:00,AQ06,25,0,0.367
2026-03-25 10:13:00,AQ07,42,1,0.409
2026-03-25 10:13:00,AQ08,45,0,0.417
2026-03-25 10:13:00,AQ09,39,4,0.378
2026-03-25 10:13:00,AQ10,39,0,0.233
2026-03-25 10:13:00,AQ11,26,9,0.232
2026-03-25 10:13:00,AQ12,39,92,0.454
2026-03-25 10:13:00,AQ13,34,22,0.421
2026-03-25 10:13:00,AQ14,34,8,0.375
2026-03-25 10:13:00,AQ15,37,58,0.565
2026-03-25 10:14:00,AQ01,46,0,0.475
2026-03-25 10:14:00,AQ02,40,1,0.47
2026-03-25 10:14:00,AQ03,39,1,0.447
2026-03-25 10:14:00,AQ04,31,2,0.409
2026-03-25 10:14:00,AQ05,50,2,0.407
2026-03-25 10:14:00,AQ06,36,0,0.39
2026-03-25 10:14:00,AQ07,37,0,0.347
2026-03-25 10:14:00,AQ08,31,2,0.355
2026-03-25 10:14:00,AQ09,22,1,0.305
2026-03-25 10:14:00,AQ10,41,1,0.31
2026-03-25 10:14:00,AQ11,33,21,0.398
2026-03-25 10:14:00,AQ12,30,66,0.339
2026-03-25 10:14:00,AQ13,46,21,0.434
2026-03-25 10:14:00,AQ14,43,8,0.272
2026-03-25 10:14:00,AQ15,39,38,0.352
2026-03-25 10:15:00,AQ01,58,1,0.506
2026-03-25 10:15:00,AQ02,44,1,0.421
2026-03-25 10:15:00,AQ03,29,0,0.35
2026-03-25 10:15:00,AQ04,41,0,0.344
2026-03-25 10:15:00,AQ05,45,1,0.461
2026-03-25 10:15:00,AQ06,31,1,0.32
2026-03-25 10:15:00,AQ07,44,2,0.4
2026-03-25 10:15:00,AQ08,24,0,0.373
2026-03-25 10:15:00,AQ09,41,0,0.3
2026-03-25 10:15:00,AQ10,24,0,0.416
2026-03-25 10:15:00,AQ11,21,14,0.317
2026-03-25 10:15:00,AQ12,43,66,0.336
2026-03-25 10:15:00,AQ13,44,21,0.413
2026-03-25 10:15:00,AQ14,37,11,0.323
2026-03-25 10:15:00,AQ15,32,44,0.423
2026-03-25 10:16:00,AQ01,42,1,0.416
2026-03-25 10:16:00,AQ02,33,0,0.417
2026-03-25 10:16:00,AQ03,39,0,0.433
2026-03-25 10:16:00,AQ04,47,1,0.427
2026-03-25 10:16:00,AQ05,43,1,0.372
2026-03-25 10:16:00,AQ06,43,1,0.343
2026-03-25 10:16:00,AQ07,51,1,0.37
2026-03-25 10:16:00,AQ08,33,1,0.342
2026-03-25 10:16:00,AQ09,32,2,0.424
2026-03-25 10:16:00,AQ10,49,0,0.332
2026-03-25 10:16:00,AQ11,40,11,0.225
2026-03-25 10:16:00,AQ12,31,100,0.487
2026-03-25 10:16:00,AQ13,44,26,0.514
2026-03-25 10:16:00,AQ14,36,12,0.412
2026-03-25 10:16:00,AQ15,45,31,0.308
2026-03-25 10:17:00,AQ01,40,1,0.437
2026-03-25 10:17:00,AQ02,36,0,0.49
2026-03-25 10:17:00,AQ03,36,2,0.377
2026-03-25 10:17:00,AQ04,34,0,0.41
2026-03-25 10:17:00,AQ05,50,0,0.475
2026-03-25 10:17:00,AQ06,27,1,0.317
2026-03-25 10:17:00,AQ07,35,3,0.395
2026-03-25 10:17:00,AQ08,24,0,0.216
2026-03-25 10:17:00,AQ09,42,0,0.288
2026-03-25 10:17:00,AQ10,42,1,0.303
2026-03-25 10:17:00,AQ11,26,16,0.229
2026-03-25 10:17:00,AQ12,42,108,0.528
2026-03-25 10:17:00,AQ13,45,17,0.341
2026-03-25 10:17:00,AQ14,48,5,0.342
2026-03-25 10:17:00,AQ15,42,40,0.395
2026-03-25 10:18:00,AQ01,41,1,0.538
2026-03-25 10:18:00,AQ02,30,1,0.359
2026-03-25 10:18:00,AQ03,33,0,0.475
2026-03-25 10:18:00,AQ04,40,1,0.393
2026-03-25 10:18:00,AQ05,39,0,0.392
2026-03-25 10:18:00,AQ06,38,1,0.391
2026-03-25 10:18:00,AQ07,36,3,0.412
2026-03-25 10:18:00,AQ08,30,3,0.352
2026-03-25 10:18:00,AQ09,25,2,0.346
2026-03-25 10:18:00,AQ10,44,0,0.299
2026-03-25 10:18:00,AQ11,37,15,0.3
2026-03-25 10:18:00,AQ12,59,100,0.484
2026-03-25 10:18:00,AQ13,46,27,0.496
2026-03-25 10:18:00,AQ14,33,10,0.306
2026-03-25 10:18:00,AQ15,50,52,0.499
2026-03-25 10:19:00,AQ01,47,1,0.373
2026-03-25 10:19:00,AQ02,45,3,0.428
2026-03-25 10:19:00,AQ03,42,2,0.45
2026-03-25 10:19:00,AQ04,16,2,0.41
2026-03-25 10:19:00,AQ05,57,2,0.414
2026-03-25 10:19:00,AQ06,41,1,0.361
2026-03-25 10:19:00,AQ07,43,1,0.381
2026-03-25 10:19:00,AQ08,38,0,0.357
2026-03-25 10:19:00,AQ09,36,0,0.389
2026-03-25 10:19:00,AQ10,27,0,0.34
2026-03-25 10:19:00,AQ11,35,11,0.262
2026-03-25 10:19:00,AQ12,35,98,0.5
2026-03-25 10:19:00,AQ13,44,21,0.436
2026-03-25 10:19:00,AQ14,42,15,0.412
2026-03-25 10:19:00,AQ15,38,42,0.427
2026-03-25 10:20:00,AQ01,50,1,0.434
2026-03-25 10:20:00,AQ02,36,2,0.412
2026-03-25 10:20:00,AQ03,35,2,0.462
2026-03-25 10:20:00,AQ04,42,0,0.431
2026-03-25 10:20:00,AQ05,50,0,0.449
2026-03-25 10:20:00,AQ06,23,0,0.381
2026-03-25 10:20:00,AQ07,45,3,0.474
2026-03-25 10:20:00,AQ08,35,4,0.36
2026-03-25 10:20:00,AQ09,33,2,0.377
2026-03-25 10:20:00,AQ10,22,1,0.315
2026-03-25 10:20:00,AQ11,23,15,0.289
2026-03-25 10:20:00,AQ12,54,103,0.515
2026-03-25 10:20:00,AQ13,43,26,0.466
2026-03-25 10:20:00,AQ14,34,13,0.416
2026-03-25 10:20:00,AQ15,39,45,0.465
2026-03-25 10:21:00,AQ01,52,1,0.481
2026-03-25 10:21:00,AQ02,48,1,0.478
2026-03-25 10:21:00,AQ03,42,0,0.414
2026-03-25 10:21:00,AQ04,49,2,0.42
2026-03-25 10:21:00,AQ05,53,1,0.448
2026-03-25 10:21:00,AQ06,41,1,0.384
2026-03-25 10:21:00,AQ07,42,3,0.444
2026-03-25 10:21:00,AQ08,45,0,0.353
2026-03-25 10:21:00,AQ09,38,3,0.458
2026-03-25 10:21:00,AQ10,41,1,0.278
2026-03-25 10:21:00,AQ11,37,10,0.242
2026-03-25 10:21:00,AQ12,38,105,0.523
2026-03-25 10:21:00,AQ13,34,22,0.469
2026-03-25 10:21:00,AQ14,32,14,0.41
2026-03-25 10:21:00,AQ15,48,46,0.435
2026-03-25 10:22:00,AQ01,36,0,0.484
2026-03-25 10:22:00,AQ02,48,4,0.404
2026-03-25 10:22:00,AQ03,46,2,0.437
2026-03-25 10:22:00,AQ04,50,2,0.374
2026-03-25 10:22:00,AQ05,47,2,0.508
2026-03-25 10:22:00,AQ06,28,1,0.375
2026-03-25 10:22:00,AQ07,34,0,0.377
2026-03-25 10:22:00,AQ08,30,2,0.382
2026-03-25 10:22:00,AQ09,31,2,0.378
2026-03-25 10:22:00,AQ10,32,0,0.303
2026-03-25 10:22:00,AQ11,21,14,0.265
2026-03-25 10:22:00,AQ12,59,99,0.481
2026-03-25 10:22:00,AQ13,33,21,0.446
2026-03-25 10:22:00,AQ14,49,11,0.357
2026-03-25 10:22:00,AQ15,50,37,0.384
2026-03-25 10:23:00,AQ01,56,0,0.501
2026-03-25 10:23:00,AQ02,40,3,0.381
2026-03-25 10:23:00,AQ03,47,1,0.367
2026-03-25 10:23:00,AQ04,31,1,0.376
2026-03-25 10:23:00,AQ05,54,0,0.453
2026-03-25 10:23:00,AQ06,38,0,0.402
2026-03-25 10:23:00,AQ07,39,3,0.496
2026-03-25 10:23:00,AQ08,30,2,0.445
2026-03-25 10:23:00,AQ09,16,1,0.353
2026-03-25 10:23:00,AQ10,25,1,0.334
2026-03-25 10:23:00,AQ11,40,10,0.259
2026-03-25 10:23:00,AQ12,44,96,0.473
2026-03-25 10:23:00,AQ13,42,19,0.423
2026-03-25 10:23:00,AQ14,44,10,0.402
2026-03-25 10:23:00,AQ15,56,35,0.371
2026-03-25 10:24:00,AQ01,60,0,0.52
2026-03-25 10:24:00,AQ02,38,1,0.534
2026-03-25 10:24:00,AQ03,29,1,0.437
2026-03-25 10:24:00,AQ04,60,0,0.436
2026-03-25 10:24:00,AQ05,65,2,0.503
2026-03-25 10:24:00,AQ06,41,1,0.37
2026-03-25 10:24:00,AQ07,32,1,0.438
2026-03-25 10:24:00,AQ08,48,1,0.406
2026-03-25 10:24:00,AQ09,36,0,0.369
2026-03-25 10:24:00,AQ10,33,0,0.299
2026-03-25 10:24:00,AQ11,38,13,0.313
2026-03-25 10:24:00,AQ12,51,99,0.503
2026-03-25 10:24:00,AQ13,35,27,0.515
2026-03-25 10:24:00,AQ14,36,14,0.438
2026-03-25 10:24:00,AQ15,47,56,0.524
2026-03-25 10:25:00,AQ01,54,0,0.46
2026-03-25 10:25:00,AQ02,48,1,0.506
2026-03-25 10:25:00,AQ03,52,0,0.455
2026-03-25 10:25:00,AQ04,39,0,0.529
2026-03-25 10:25:00,AQ05,49,0,0.432
2026-03-25 10:25:00,AQ06,12,1,0.352
2026-03-25 10:25:00,AQ07,39,1,0.401
2026-03-25 10:25:00,AQ08,47,0,0.303
2026-03-25 10:25:00,AQ09,34,4,0.341
2026-03-25 10:25:00,AQ10,30,1,0.303
2026-03-25 10:25:00,AQ11,23,18,0.323
2026-03-25 10:25:00,AQ12,56,101,0.5
2026-03-25 10:25:00,AQ13,49,29,0.54
2026-03-25 10:25:00,AQ14,46,17,0.441
2026-03-25 10:25:00,AQ15,28,41,0.391
2026-03-25 10:26:00,AQ01,49,0,0.459
2026-03-25 10:26:00,AQ02,44,3,0.491
2026-03-25 10:26:00,AQ03,43,2,0.384
2026-03-25 10:26:00,AQ04,37,0,0.516
2026-03-25 10:26:00,AQ05,45,1,0.536
2026-03-25 10:26:00,AQ06,47,1,0.374
2026-03-25 10:26:00,AQ07,28,0,0.349
2026-03-25 10:26:00,AQ08,56,0,0.481
2026-03-25 10:26:00,AQ09,41,1,0.365
2026-03-25 10:26:00,AQ10,34,1,0.406
2026-03-25 10:26:00,AQ11,39,9,0.238
2026-03-25 10:26:00,AQ12,37,91,0.458
2026-03-25 10:26:00,AQ13,40,25,0.451
2026-03-25 10:26:00,AQ14,39,12,0.4
2026-03-25 10:26:00,AQ15,53,42,0.401
2026-03-25 10:27:00,AQ01,50,0,0.539
2026-03-25 10:27:00,AQ02,51,0,0.417
2026-03-25 10:27:00,AQ03,41,2,0.448
2026-03-25 10:27:00,AQ04,47,2,0.434
2026-03-25 10:27:00,AQ05,62,0,0.507
2026-03-25 10:27:00,AQ06,48,0,0.437
2026-03-25 10:27:00,AQ07,43,3,0.382
2026-03-25 10:27:00,AQ08,47,0,0.341
2026-03-25 10:27:00,AQ09,42,4,0.438
2026-03-25 10:27:00,AQ10,39,0,0.364
2026-03-25 10:27:00,AQ11,41,14,0.284
2026-03-25 10:27:00,AQ12,58,115,0.57
2026-03-25 10:27:00,AQ13,44,19,0.461
2026-03-25 10:27:00,AQ14,45,11,0.46
2026-03-25 10:27:00,AQ15,40,43,0.431
2026-03-25 10:28:00,AQ01,44,0,0.616
2026-03-25 10:28:00,AQ02,45,4,0.563
2026-03-25 10:28:00,AQ03,45,0,0.447
2026-03-25 10:28:00,AQ04,30,2,0.481
2026-03-25 10:28:00,AQ05,55,0,0.518
2026-03-25 10:28:00,AQ06,18,0,0.473
2026-03-25 10:28:00,AQ07,66,0,0.395
2026-03-25 10:28:00,AQ08,54,4,0.456
2026-03-25 10:28:00,AQ09,36,0,0.431
2026-03-25 10:28:00,AQ10,35,0,0.263
2026-03-25 10:28:00,AQ11,35,10,0.265
2026-03-25 10:28:00,AQ12,45,82,0.395
2026-03-25 10:28:00,AQ13,47,23,0.446
2026-03-25 10:28:00,AQ14,39,14,0.441
2026-03-25 10:28:00,AQ15,42,54,0.507
2026-03-25 10:29:00,AQ01,53,1,0.521
2026-03-25 10:29:00,AQ02,37,3,0.561
2026-03-25 10:29:00,AQ03,47,1,0.394
2026-03-25 10:29:00,AQ04,45,2,0.351
2026-03-25 10:29:00,AQ05,50,0,0.488
2026-03-25 10:29:00,AQ06,39,0,0.428
2026-03-25 10:29:00,AQ07,54,3,0.445
2026-03-25 10:29:00,AQ08,40,2,0.322
2026-03-25 10:29:00,AQ09,40,1,0.377
2026-03-25 10:29:00,AQ10,46,0,0.289
2026-03-25 10:29:00,AQ11,32,21,0.36
2026-03-25 10:29:00,AQ12,52,103,0.52
2026-03-25 10:29:00,AQ13,46,23,0.416
2026-03-25 10:29:00,AQ14,51,12,0.383
2026-03-25 10:29:00,AQ15,42,36,0.383
2026-03-25 10:30:00,AQ01,63,1,0.519
2026-03-25 10:30:00,AQ02,48,3,0.532
2026-03-25 10:30:00,AQ03,40,2,0.418
2026-03-25 10:30:00,AQ04,49,1,0.465
2026-03-25 10:30:00,AQ05,47,2,0.468
2026-03-25 10:30:00,AQ06,46,0,0.373
2026-03-25 10:30:00,AQ07,23,0,0.446
2026-03-25 10:30:00,AQ08,43,0,0.377
2026-03-25 10:30:00,AQ09,35,1,0.357
2026-03-25 10:30:00,AQ10,27,1,0.298
2026-03-25 10:30:00,AQ11,29,20,0.428
2026-03-25 10:30:00,AQ12,46,103,0.508
2026-03-25 10:30:00,AQ13,46,20,0.433
2026-03-25 10:30:00,AQ14,30,14,0.423
2026-03-25 10:30:00,AQ15,47,46,0.434
2026-03-25 10:31:00,AQ01,64,1,0.516
2026-03-25 10:31:00,AQ02,51,1,0.519
2026-03-25 10:31:00,AQ03,54,0,0.51
2026-03-25 10:31:00,AQ04,53,2,0.417
2026-03-25 10:31:00,AQ05,60,1,0.471
2026-03-25 10:31:00,AQ06,57,0,0.402
2026-03-25 10:31:00,AQ07,42,0,0.34
2026-03-25 10:31:00,AQ08,38,4,0.357
2026-03-25 10:31:00,AQ09,45,0,0.457
2026-03-25 10:31:00,AQ10,42,1,0.443
2026-03-25 10:31:00,AQ11,40,16,0.321
2026-03-25 10:31:00,AQ12,66,107,0.539
2026-03-25 10:31:00,AQ13,47,26,0.487
2026-03-25 10:31:00,AQ14,45,20,0.57
2026-03-25 10:31:00,AQ15,37,49,0.5
2026-03-25 10:32:00,AQ01,70,0,0.526
2026-03-25 10:32:00,AQ02,47,3,0.445
2026-03-25 10:32:00,AQ03,45,2,0.396
2026-03-25 10:32:00,AQ04,42,1,0.458
2026-03-25 10:32:00,AQ05,45,0,0.466
2026-03-25 10:32:00,AQ06,36,0,0.349
2026-03-25 10:32:00,AQ07,42,0,0.427
2026-03-25 10:32:00,AQ08,33,0,0.383
2026-03-25 10:32:00,AQ09,33,3,0.476
2026-03-25 10:32:00,AQ10,52,0,0.408
2026-03-25 10:32:00,AQ11,39,16,0.336
2026-03-25 10:32:00,AQ12,59,118,0.589
2026-03-25 10:32:00,AQ13,57,22,0.48
2026-03-25 10:32:00,AQ14,57,14,0.377
2026-03-25 10:32:00,AQ15,31,55,0.524
2026-03-25 10:33:00,AQ01,44,1,0.564
2026-03-25 10:33:00,AQ02,43,3,0.445
2026-03-25 10:33:00,AQ03,44,1,0.471
2026-03-25 10:33:00,AQ04,43,2,0.408
2026-03-25 10:33:00,AQ05,47,0,0.439
2026-03-25 10:33:00,AQ06,44,0,0.47
2026-03-25 10:33:00,AQ07,47,0,0.559
2026-03-25 10:33:00,AQ08,38,3,0.371
2026-03-25 10:33:00,AQ09,22,0,0.424
2026-03-25 10:33:00,AQ10,29,0,0.335
2026-03-25 10:33:00,AQ11,30,13,0.315
2026-03-25 10:33:00,AQ12,50,99,0.49
2026-03-25 10:33:00,AQ13,39,19,0.437
2026-03-25 10:33:00,AQ14,38,11,0.426
2026-03-25 10:33:00,AQ15,36,43,0.41
2026-03-25 10:34:00,AQ01,53,1,0.555
2026-03-25 10:34:00,AQ02,42,3,0.499
2026-03-25 10:34:00,AQ03,42,1,0.473
2026-03-25 10:34:00,AQ04,35,0,0.411
2026-03-25 10:34:00,AQ05,50,0,0.484
2026-03-25 10:34:00,AQ06,36,0,0.465
2026-03-25 10:34:00,AQ07,54,0,0.492
2026-03-25 10:34:00,AQ08,48,2,0.396
2026-03-25 10:34:00,AQ09,39,2,0.404
2026-03-25 10:34:00,AQ10,31,0,0.408
2026-03-25 10:34:00,AQ11,37,16,0.259
2026-03-25 10:34:00,AQ12,58,112,0.552
2026-03-25 10:34:00,AQ13,50,24,0.451
2026-03-25 10:34:00,AQ14,56,13,0.456
2026-03-25 10:34:00,AQ15,49,42,0.418
2026-03-25 10:35:00,AQ01,62,1,0.456
2026-03-25 10:35:00,AQ02,52,2,0.425
2026-03-25 10:35:00,AQ03,54,2,0.491
2026-03-25 10:35:00,AQ04,40,1,0.473
2026-03-25 10:35:00,AQ05,48,0,0.472
2026-03-25 10:35:00,AQ06,46,1,0.463
2026-03-25 10:35:00,AQ07,50,0,0.388
2026-03-25 10:35:00,AQ08,49,4,0.445
2026-03-25 10:35:00,AQ09,49,0,0.342
2026-03-25 10:35:00,AQ10,26,1,0.341
2026-03-25 10:35:00,AQ11,27,16,0.347
