timestamp,amenity_id,type,name,location_x,location_y,avg_wait_time_min
2026-03-25 10:39:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:39:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:39:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:40:00,F01,food,Food Court 1,15,50,9.6
2026-03-25 10:40:00,F02,food,Food Court 2,85,50,9.6
2026-03-25 10:40:00,F03,food,Food Court 3,50,85,12.1
2026-03-25 10:40:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:40:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:40:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:41:00,F01,food,Food Court 1,15,50,13.2
2026-03-25 10:41:00,F02,food,Food Court 2,85,50,10.2
2026-03-25 10:41:00,F03,food,Food Court 3,50,85,9.8
2026-03-25 10:41:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:41:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:41:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:42:00,F01,food,Food Court 1,15,50,12.7
2026-03-25 10:42:00,F02,food,Food Court 2,85,50,13.4
2026-03-25 10:42:00,F03,food,Food Court 3,50,85,11.2
2026-03-25 10:42:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:42:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:42:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:43:00,F01,food,Food Court 1,15,50,13.5
2026-03-25 10:43:00,F02,food,Food Court 2,85,50,11.6
2026-03-25 10:43:00,F03,food,Food Court 3,50,85,13.1
2026-03-25 10:43:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:43:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:43:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:44:00,F01,food,Food Court 1,15,50,10.5
2026-03-25 10:44:00,F02,food,Food Court 2,85,50,9.8
2026-03-25 10:44:00,F03,food,Food Court 3,50,85,11.4
2026-03-25 10:44:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:44:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:44:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:45:00,F01,food,Food Court 1,15,50,13.9
2026-03-25 10:45:00,F02,food,Food Court 2,85,50,12.7
2026-03-25 10:45:00,F03,food,Food Court 3,50,85,10.2
2026-03-25 10:45:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:45:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:45:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:46:00,F01,food,Food Court 1,15,50,10.1
2026-03-25 10:46:00,F02,food,Food Court 2,85,50,14.1
2026-03-25 10:46:00,F03,food,Food Court 3,50,85,11.5
2026-03-25 10:46:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:46:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:46:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:47:00,F01,food,Food Court 1,15,50,12.5
2026-03-25 10:47:00,F02,food,Food Court 2,85,50,11.2
2026-03-25 10:47:00,F03,food,Food Court 3,50,85,15.4
2026-03-25 10:47:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:47:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:47:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:48:00,F01,food,Food Court 1,15,50,10.9
2026-03-25 10:48:00,F02,food,Food Court 2,85,50,12.6
2026-03-25 10:48:00,F03,food,Food Court 3,50,85,12.9
2026-03-25 10:48:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:48:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:48:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:49:00,F01,food,Food Court 1,15,50,10.6
2026-03-25 10:49:00,F02,food,Food Court 2,85,50,11.1
2026-03-25 10:49:00,F03,food,Food Court 3,50,85,12.1
2026-03-25 10:49:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:49:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:49:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:50:00,F01,food,Food Court 1,15,50,12.3
2026-03-25 10:50:00,F02,food,Food Court 2,85,50,9.9
2026-03-25 10:50:00,F03,food,Food Court 3,50,85,10.6
2026-03-25 10:50:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:50:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:50:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:51:00,F01,food,Food Court 1,15,50,13.1
2026-03-25 10:51:00,F02,food,Food Court 2,85,50,11.3
2026-03-25 10:51:00,F03,food,Food Court 3,50,85,15.0
2026-03-25 10:51:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:51:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:51:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:52:00,F01,food,Food Court 1,15,50,11.6
2026-03-25 10:52:00,F02,food,Food Court 2,85,50,13.6
2026-03-25 10:52:00,F03,food,Food Court 3,50,85,13.8
2026-03-25 10:52:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:52:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:52:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:53:00,F01,food,Food Court 1,15,50,13.3
2026-03-25 10:53:00,F02,food,Food Court 2,85,50,10.6
2026-03-25 10:53:00,F03,food,Food Court 3,50,85,10.9
2026-03-25 10:53:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:53:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:53:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:54:00,F01,food,Food Court 1,15,50,13.4
2026-03-25 10:54:00,F02,food,Food Court 2,85,50,11.6
2026-03-25 10:54:00,F03,food,Food Court 3,50,85,11.1
2026-03-25 10:54:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:54:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:54:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:55:00,F01,food,Food Court 1,15,50,13.8
2026-03-25 10:55:00,F02,food,Food Court 2,85,50,11.7
2026-03-25 10:55:00,F03,food,Food Court 3,50,85,11.0
2026-03-25 10:55:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:55:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:55:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:56:00,F01,food,Food Court 1,15,50,11.6
2026-03-25 10:56:00,F02,food,Food Court 2,85,50,14.2
2026-03-25 10:56:00,F03,food,Food Court 3,50,85,11.4
2026-03-25 10:56:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:56:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:56:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:57:00,F01,food,Food Court 1,15,50,14.2
2026-03-25 10:57:00,F02,food,Food Court 2,85,50,12.6
2026-03-25 10:57:00,F03,food,Food Court 3,50,85,13.4
2026-03-25 10:57:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:57:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:57:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:58:00,F01,food,Food Court 1,15,50,10.3
2026-03-25 10:58:00,F02,food,Food Court 2,85,50,13.2
2026-03-25 10:58:00,F03,food,Food Court 3,50,85,15.0
2026-03-25 10:58:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:58:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:58:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:59:00,F01,food,Food Court 1,15,50,13.1
2026-03-25 10:59:00,F02,food,Food Court 2,85,50,11.3
2026-03-25 10:59:00,F03,food,Food Court 3,50,85,14.3
2026-03-25 10:59:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:59:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:59:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 11:00:00,F01,food,Food Court 1,15,50,10.9
2026-03-25 11:00:00,F02,food,Food Court 2,85,50,13.5
2026-03-25 11:00:00,F03,food,Food Court 3,50,85,15.0
2026-03-25 11:00:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 11:00:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 11:00:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 11:01:00,F01,food,Food Court 1,15,50,10.6
2026-03-25 11:01:00,F02,food,Food Court 2,85,50,13.7
2026-03-25 11:01:00,F03,food,Food Court 3,50,85,12.9
2026-03-25 11:01:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 11:01:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 11:01:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 11:02:00,F01,food,Food Court 1,15,50,14.2
2026-03-25 11:02:00,F02,food,Food Court 2,85,50,13.1
2026-03-25 11:02:00,F03,food,Food Court 3,50,85,13.1
2026-03-25 11:02:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 11:02:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 11:02:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 11:03:00,F01,food,Food Court 1,15,50,13.2
2026-03-25 11:03:00,F02,food,Food Court 2,85,50,12.1
2026-03-25 11:03:00,F03,food,Food Court 3,50,85,14.0
2026-03-25 11:03:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 11:03:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 11:03:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 11:04:00,F01,food,Food Court 1,15,50,14.8
2026-03-25 11:04:00,F02,food,Food Court 2,85,50,11.6
2026-03-25 11:04:00,F03,food,Food Court 3,50,85,11.4
2026-03-25 11:04:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 11:04:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 11:04:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 11:05:00,F01,food,Food Court 1,15,50,13.5
2026-03-25 11:05:00,F02,food,Food Court 2,85,50,12.2
2026-03-25 11:05:00,F03,food,Food Court 3,50,85,12.2
2026-03-25 11:05:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 11:05:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 11:05:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 11:06:00,F01,food,Food Court 1,15,50,14.8
2026-03-25 11:06:00,F02,food,Food Court 2,85,50,12.8
